In	Amp	Phase
7.212499707993349318e+01	3.807039599761777993e+01	1.627525762527072539e-01
7.222472028860831017e+01	3.807450157423583192e+01	1.625755786123008195e-01
7.232458137899891426e+01	3.807860051006852586e+01	1.623986825185667338e-01
7.242458054174664994e+01	3.808269280838369752e+01	1.622218881061511797e-01
7.252471796775655832e+01	3.808677847247145110e+01	1.620451955094129037e-01
7.262499384819736292e+01	3.809085750564402417e+01	1.618686048624226048e-01
7.272540837450235074e+01	3.809492991123584460e+01	1.616921162989607141e-01
7.282596173836945752e+01	3.809899569260342389e+01	1.615157299525163126e-01
7.292665413176159461e+01	3.810305485312532880e+01	1.613394459562857430e-01
7.302748574690714634e+01	3.810710739620212451e+01	1.611632644431712780e-01
7.312845677630025421e+01	3.811115332525633193e+01	1.609871855457796763e-01
7.322956741270122905e+01	3.811519264373242777e+01	1.608112093964205180e-01
7.333081784913694889e+01	3.811922535509670951e+01	1.606353361271050106e-01
7.343220827890098690e+01	3.812325146283730248e+01	1.604595658695451843e-01
7.353373889555437870e+01	3.812727097046413860e+01	1.602838987551513938e-01
7.363540989292570771e+01	3.813128388150883552e+01	1.601083349150317914e-01
7.373722146511155984e+01	3.813529019952473220e+01	1.599328744799906055e-01
7.383917380647687878e+01	3.813928992808675389e+01	1.597575175805269754e-01
7.394126711165536392e+01	3.814328307079142633e+01	1.595822643468335911e-01
7.404350157554982559e+01	3.814726963125683312e+01	1.594071149087950556e-01
7.414587739333259719e+01	3.815124961312250207e+01	1.592320693959868305e-01
7.424839476044566311e+01	3.815522302004941935e+01	1.590571279376742087e-01
7.435105387260146870e+01	3.815918985571995137e+01	1.588822906628101495e-01
7.445385492578297715e+01	3.816315012383780925e+01	1.587075577000345017e-01
7.455679811624411002e+01	3.816710382812797064e+01	1.585329291776729210e-01
7.465988364051015935e+01	3.817105097233667976e+01	1.583584052237348994e-01
7.476311169537812873e+01	3.817499156023132656e+01	1.581839859659130987e-01
7.486648247791714539e+01	3.817892559560048227e+01	1.580096715315817135e-01
7.496999618546878708e+01	3.818285308225377861e+01	1.578354620477949999e-01
7.507365301564755100e+01	3.818677402402187937e+01	1.576613576412866369e-01
7.517745316634098174e+01	3.819068842475642356e+01	1.574873584384678948e-01
7.528139683571042440e+01	3.819459628833000409e+01	1.573134645654264974e-01
7.538548422219113831e+01	3.819849761863608251e+01	1.571396761479254278e-01
7.548971552449275180e+01	3.820239241958891085e+01	1.569659933114015693e-01
7.559409094159964582e+01	3.820628069512358138e+01	1.567924161809645944e-01
7.569861067277130928e+01	3.821016244919586313e+01	1.566189448813955498e-01
7.580327491754276537e+01	3.821403768578220195e+01	1.564455795371458291e-01
7.590808387572496940e+01	3.821790640887965651e+01	1.562723202723355631e-01
7.601303774740492258e+01	3.822176862250585572e+01	1.560991672107531480e-01
7.611813673294651039e+01	3.822562433069891341e+01	1.559261204758531083e-01
7.622338103299057366e+01	3.822947353751744259e+01	1.557531801907554025e-01
7.632877084845537752e+01	3.823331624704041332e+01	1.555803464782440082e-01
7.643430638053695247e+01	3.823715246336717399e+01	1.554076194607661998e-01
7.653998783070953493e+01	3.824098219061733062e+01	1.552349992604305784e-01
7.664581540072593668e+01	3.824480543293073964e+01	1.550624859990064885e-01
7.675178929261799965e+01	3.824862219446747957e+01	1.548900797979224087e-01
7.685790970869663852e+01	3.825243247940767333e+01	1.547177807782655345e-01
7.696417685155276445e+01	3.825623629195158060e+01	1.545455890607795868e-01
7.707059092405728506e+01	3.826003363631945575e+01	1.543735047658643389e-01
7.717715212936164448e+01	3.826382451675151941e+01	1.542015280135741739e-01
7.728386067089815015e+01	3.826760893750786607e+01	1.540296589236171132e-01
7.739071675238038495e+01	3.827138690286848544e+01	1.538578976153534839e-01
7.749772057780360512e+01	3.827515841713311318e+01	1.536862442077951418e-01
7.760487235144510976e+01	3.827892348462124517e+01	1.535146988196038065e-01
7.771217227786470971e+01	3.828268210967206642e+01	1.533432615690901724e-01
7.781962056190485555e+01	3.828643429664430897e+01	1.531719325742134097e-01
7.792721740869140490e+01	3.829018004991636559e+01	1.530007119525788606e-01
7.803496302363377879e+01	3.829391937388606948e+01	1.528295998214378448e-01
7.814285761242541639e+01	3.829765227297071561e+01	1.526585962976862165e-01
7.825090138104414450e+01	3.830137875160698968e+01	1.524877014978633372e-01
7.835909453575257544e+01	3.830509881425091123e+01	1.523169155381511319e-01
7.846743728309851917e+01	3.830881246537776263e+01	1.521462385343726742e-01
7.857592982991545227e+01	3.831251970948205354e+01	1.519756706019914083e-01
7.868457238332260317e+01	3.831622055107741431e+01	1.518052118561102892e-01
7.879336515072576219e+01	3.831991499469663154e+01	1.516348624114699783e-01
7.890230833981745207e+01	3.832360304489145619e+01	1.514646223824485938e-01
7.901140215857734006e+01	3.832728470623266759e+01	1.512944918830601559e-01
7.912064681527267851e+01	3.833095998330994547e+01	1.511244710269538660e-01
7.923004251845866008e+01	3.833462888073183450e+01	1.509545599274127459e-01
7.933958947697882991e+01	3.833829140312564476e+01	1.507847586973530551e-01
7.944928789996558294e+01	3.834194755513746600e+01	1.506150674493227926e-01
7.955913799684022081e+01	3.834559734143204679e+01	1.504454862955012795e-01
7.966913997731384711e+01	3.834924076669272353e+01	1.502760153476976335e-01
7.977929405138745267e+01	3.835287783562144170e+01	1.501066547173497689e-01
7.988960042935234185e+01	3.835650855293862094e+01	1.499374045155237589e-01
8.000005932179062995e+01	3.836013292338307679e+01	1.497682648529128635e-01
8.011067093957555585e+01	3.836375095171203498e+01	1.495992358398361144e-01
8.022143549387193673e+01	3.836736264270104613e+01	1.494303175862377042e-01
8.033235319613656600e+01	3.837096800114385786e+01	1.492615102016860151e-01
8.044342425811865382e+01	3.837456703185245033e+01	1.490928137953724808e-01
8.055464889185996924e+01	3.837815973965691541e+01	1.489242284761109480e-01
8.066602730969569279e+01	3.838174612940537145e+01	1.487557543523364556e-01
8.077755972425451603e+01	3.838532620596399880e+01	1.485873915321042904e-01
8.088924634845912465e+01	3.838889997421690481e+01	1.484191401230891827e-01
8.100108739552656800e+01	3.839246743906600301e+01	1.482510002325845844e-01
8.111308307896872805e+01	3.839602860543110552e+01	1.480829719675012812e-01
8.122523361259268881e+01	3.839958347824970986e+01	1.479150554343670321e-01
8.133753921050126223e+01	3.840313206247706290e+01	1.477472507393249035e-01
8.145000008709297390e+01	3.840667436308596905e+01	1.475795579881336861e-01
8.156261645706311469e+01	3.841021038506682572e+01	1.474119772861655353e-01
8.167538853540368393e+01	3.841374013342754523e+01	1.472445087384058604e-01
8.178831653740397201e+01	3.841726361319341265e+01	1.470771524494525750e-01
8.190140067865090145e+01	3.842078082940714268e+01	1.469099085235147928e-01
8.201464117502949591e+01	3.842429178712870907e+01	1.467427770644124385e-01
8.212803824272329223e+01	3.842779649143535181e+01	1.465757581755749994e-01
8.224159209821476679e+01	3.843129494742147756e+01	1.464088519600407479e-01
8.235530295828552028e+01	3.843478716019860997e+01	1.462420585204563528e-01
8.246917104001708765e+01	3.843827313489529018e+01	1.460753779590754087e-01
8.258319656079109450e+01	3.844175287665709106e+01	1.459088103777580192e-01
8.269737973828969757e+01	3.844522639064643244e+01	1.457423558779699369e-01
8.281172079049608215e+01	3.844869368204266635e+01	1.455760145607815359e-01
8.292621993569478889e+01	3.845215475604185684e+01	1.454097865268673406e-01
8.304087739247216859e+01	3.845560961785684384e+01	1.452436718765050538e-01
8.315569337971680852e+01	3.845905827271707267e+01	1.450776707095747797e-01
8.327066811662002976e+01	3.846250072586862956e+01	1.449117831255581357e-01
8.338580182267594409e+01	3.846593698257407112e+01	1.447460092235379747e-01
8.350109471768243452e+01	3.846936704811245988e+01	1.445803491021969700e-01
8.361654702174115528e+01	3.847279092777920795e+01	1.444148028598171984e-01
8.373215895525811447e+01	3.847620862688608412e+01	1.442493705942794191e-01
8.384793073894407200e+01	3.847962015076108599e+01	1.440840524030621572e-01
8.396386259381492323e+01	3.848302550474843997e+01	1.439188483832411769e-01
8.407995474119216794e+01	3.848642469420847334e+01	1.437537586314886207e-01
8.419620740270337933e+01	3.848981772451757166e+01	1.435887832440722600e-01
8.431262080028234607e+01	3.849320460106811481e+01	1.434239223168550514e-01
8.442919515616992499e+01	3.849658532926842014e+01	1.432591759452941094e-01
8.454593069291421159e+01	3.849995991454265010e+01	1.430945442244399013e-01
8.466282763337095219e+01	3.850332836233076250e+01	1.429300272489362755e-01
8.477988620070408388e+01	3.850669067808844659e+01	1.427656251130187404e-01
8.489710661838603301e+01	3.851004686728701643e+01	1.426013379105147694e-01
8.501448911019828358e+01	3.851339693541343223e+01	1.424371657348424136e-01
8.513203390023176098e+01	3.851674088797012274e+01	1.422731086790099131e-01
8.524974121288697404e+01	3.852007873047499942e+01	1.421091668356155302e-01
8.536761127287498141e+01	3.852341046846132855e+01	1.419453402968459121e-01
8.548564430521743418e+01	3.852673610747775257e+01	1.417816291544760077e-01
8.560384053524713011e+01	3.853005565308809821e+01	1.416180334998686785e-01
8.572220018860838309e+01	3.853336911087141203e+01	1.414545534239734503e-01
8.584072349125752055e+01	3.853667648642186094e+01	1.412911890173264573e-01
8.595941066946326714e+01	3.853997778534863272e+01	1.411279403700494428e-01
8.607826194980724210e+01	3.854327301327588629e+01	1.409648075718494264e-01
8.619727755918438561e+01	3.854656217584273747e+01	1.408017907120178991e-01
8.631645772480308665e+01	3.854984527870307431e+01	1.406388898794306008e-01
8.643580267418620622e+01	3.855312232752561385e+01	1.404761051625462165e-01
8.655531263517102047e+01	3.855639332799375296e+01	1.403134366494065699e-01
8.667498783590988864e+01	3.855965828580552568e+01	1.401508844276356802e-01
8.679482850487057988e+01	3.856291720667351797e+01	1.399884485844390958e-01
8.691483487083678483e+01	3.856617009632483217e+01	1.398261292066036166e-01
8.703500716290851358e+01	3.856941696050098045e+01	1.396639263804966280e-01
8.715534561050259299e+01	3.857265780495784924e+01	1.395018401920654905e-01
8.727585044335285147e+01	3.857589263546559977e+01	1.393398707268371228e-01
8.739652189151094319e+01	3.857912145780862545e+01	1.391780180699175029e-01
8.751736018534660388e+01	3.858234427778544529e+01	1.390162823059909181e-01
8.763836555554800611e+01	3.858556110120869675e+01	1.388546635193196321e-01
8.775953823312232771e+01	3.858877193390500082e+01	1.386931617937434413e-01
8.788087844939613547e+01	3.859197678171491219e+01	1.385317772126790081e-01
8.800238643601583988e+01	3.859517565049289090e+01	1.383705098591195282e-01
8.812406242494824937e+01	3.859836854610718149e+01	1.382093598156338976e-01
8.824590664848057031e+01	3.860155547443973489e+01	1.380483271643670740e-01
8.836791933922150122e+01	3.860473644138620841e+01	1.378874119870385495e-01
8.849010073010126121e+01	3.860791145285582360e+01	1.377266143649424901e-01
8.861245105437210157e+01	3.861108051477134495e+01	1.375659343789472355e-01
8.873497054560880315e+01	3.861424363306895913e+01	1.374053721094947444e-01
8.885765943770908848e+01	3.861740081369828914e+01	1.372449276366002335e-01
8.898051796489407650e+01	3.862055206262219542e+01	1.370846010398517334e-01
8.910354636170873732e+01	3.862369738581683265e+01	1.369243923984095335e-01
8.922674486302241803e+01	3.862683678927154318e+01	1.367643017910057934e-01
8.935011370402894215e+01	3.862997027898871494e+01	1.366043292959444599e-01
8.947365312024757600e+01	3.863309786098379561e+01	1.364444749911005172e-01
8.959736334752314235e+01	3.863621954128522162e+01	1.362847389539194043e-01
8.972124462202657469e+01	3.863933532593425468e+01	1.361251212614172645e-01
8.984529718025531508e+01	3.864244522098505286e+01	1.359656219901798913e-01
8.996952125903382580e+01	3.864554923250445739e+01	1.358062412163628108e-01
9.009391709551400140e+01	3.864864736657202826e+01	1.356469790156907829e-01
9.021848492717570878e+01	3.865173962927993756e+01	1.354878354634570237e-01
9.034322499182690080e+01	3.865482602673285584e+01	1.353288106345238440e-01
9.046813752760463956e+01	3.865790656504795919e+01	1.351699046033212337e-01
9.059322277297509629e+01	3.866098125035481559e+01	1.350111174438470285e-01
9.071848096673420514e+01	3.866405008879529248e+01	1.348524492296666044e-01
9.084391234800804682e+01	3.866711308652353551e+01	1.346939000339123782e-01
9.096951715625334600e+01	3.867017024970588324e+01	1.345354699292835299e-01
9.109529563125786922e+01	3.867322158452077474e+01	1.343771589880459194e-01
9.122124801314107856e+01	3.867626709715867861e+01	1.342189672820311430e-01
9.134737454235410326e+01	3.867930679382205739e+01	1.340608948826373381e-01
9.147367545968083391e+01	3.868234068072525389e+01	1.339029418608276567e-01
9.160015100623799356e+01	3.868536876409446990e+01	1.337451082871306540e-01
9.172680142347567767e+01	3.868839105016763824e+01	1.335873942316399554e-01
9.185362695317779469e+01	3.869140754519440151e+01	1.334297997640140621e-01
9.198062783746260607e+01	3.869441825543601254e+01	1.332723249534756016e-01
9.210780431878308150e+01	3.869742318716526341e+01	1.331149698688116889e-01
9.223515663992746738e+01	3.870042234666641434e+01	1.329577345783732600e-01
9.236268504401975576e+01	3.870341574023516529e+01	1.328006191500749056e-01
9.249038977451982646e+01	3.870640337417850674e+01	1.326436236513949818e-01
9.261827107522445601e+01	3.870938525481473391e+01	1.324867481493747223e-01
9.274632919026741718e+01	3.871236138847329045e+01	1.323299927106184881e-01
9.287456436412001892e+01	3.871533178149476839e+01	1.321733574012935453e-01
9.300297684159161804e+01	3.871829644023080164e+01	1.320168422871295932e-01
9.313156686783001703e+01	3.872125537104400905e+01	1.318604474334186261e-01
9.326033468832198992e+01	3.872420858030790924e+01	1.317041729050150434e-01
9.338928054889383645e+01	3.872715607440686370e+01	1.315480187663348732e-01
9.351840469571143899e+01	3.873009785973599151e+01	1.313919850813564660e-01
9.364770737528132827e+01	3.873303394270110545e+01	1.312360719136193843e-01
9.377718883445079712e+01	3.873596432971865511e+01	1.310802793262245414e-01
9.390684932040841204e+01	3.873888902721562744e+01	1.309246073818345069e-01
9.403668908068452481e+01	3.874180804162948988e+01	1.307690561426726739e-01
9.416670836315172721e+01	3.874472137940814775e+01	1.306136256705234533e-01
9.429690741602533421e+01	3.874762904700980215e+01	1.304583160267322461e-01
9.442728648786395240e+01	3.875053105090296413e+01	1.303031272722046663e-01
9.455784582756957946e+01	3.875342739756631971e+01	1.301480594674075120e-01
9.468858568438861312e+01	3.875631809348868018e+01	1.299931126723676555e-01
9.481950630791199330e+01	3.875920314516891807e+01	1.298382869466722378e-01
9.495060794807577054e+01	3.876208255911589617e+01	1.296835823494686124e-01
9.508189085516154648e+01	3.876495634184838224e+01	1.295289989394643182e-01
9.521335527979698554e+01	3.876782449989500634e+01	1.293745367749267183e-01
9.534500147295625538e+01	3.877068703979414011e+01	1.292201959136831946e-01
9.547682968596065223e+01	3.877354396809386117e+01	1.290659764131209253e-01
9.560884017047867189e+01	3.877639529135190344e+01	1.289118783301868021e-01
9.574103317852706141e+01	3.877924101613555052e+01	1.287579017213873467e-01
9.587340896247091848e+01	3.878208114902156467e+01	1.286040466427885720e-01
9.600596777502428836e+01	3.878491569659612281e+01	1.284503131500162321e-01
9.613870986925059015e+01	3.878774466545477395e+01	1.282967012982553501e-01
9.627163549856317104e+01	3.879056806220232545e+01	1.281432111422503850e-01
9.640474491672577528e+01	3.879338589345279331e+01	1.279898427363053426e-01
9.653803837785297048e+01	3.879619816582932401e+01	1.278365961342833590e-01
9.667151613641080132e+01	3.879900488596414476e+01	1.276834713896069506e-01
9.680517844721683218e+01	3.880180606049847114e+01	1.275304685552580974e-01
9.693902556544125559e+01	3.880460169608243604e+01	1.273775876837779097e-01
9.707305774660699171e+01	3.880739179937503991e+01	1.272248288272666561e-01
9.720727524659024255e+01	3.881017637704405843e+01	1.270721920373841241e-01
9.734167832162097511e+01	3.881295543576596430e+01	1.269196773653490928e-01
9.747626722828347567e+01	3.881572898222591306e+01	1.267672848619398884e-01
9.761104222351674764e+01	3.881849702311760097e+01	1.266150145774939118e-01
9.774600356461519368e+01	3.882125956514324372e+01	1.264628665619079440e-01
9.788115150922864416e+01	3.882401661501346979e+01	1.263108408646381464e-01
9.801648631536343714e+01	3.882676817944729208e+01	1.261589375347001996e-01
9.815200824138260316e+01	3.882951426517198712e+01	1.260071566206689142e-01
9.828771754600636257e+01	3.883225487892310213e+01	1.258554981706786202e-01
9.842361448831262294e+01	3.883499002744429163e+01	1.257039622324233608e-01
9.855969932773757591e+01	3.883771971748730323e+01	1.255525488531565592e-01
9.869597232407606668e+01	3.884044395581192077e+01	1.254012580796913801e-01
9.883243373748226190e+01	3.884316274918584355e+01	1.252500899584005345e-01
9.896908382846970653e+01	3.884587610438465077e+01	1.250990445352168634e-01
9.910592285791250333e+01	3.884858402819171630e+01	1.249481218556328099e-01
9.924295108704527024e+01	3.885128652739818023e+01	1.247973219647008636e-01
9.938016877746389355e+01	3.885398360880282098e+01	1.246466449070334354e-01
9.951757619112589737e+01	3.885667527921201980e+01	1.244960907268032879e-01
9.965517359035104050e+01	3.885936154543967547e+01	1.243456594677433552e-01
9.979296123782174277e+01	3.886204241430715456e+01	1.241953511731470061e-01
9.993093939658365343e+01	3.886471789264319909e+01	1.240451658858679612e-01
1.000691083300461912e+02	3.886738798728387678e+01	1.238951036483206952e-01
1.002074683019827006e+02	3.887005270507251709e+01	1.237451645024804647e-01
1.003460195765315035e+02	3.887271205285958331e+01	1.235953484898833499e-01
1.004847624181960555e+02	3.887536603750272235e+01	1.234456556516264625e-01
1.006236970918455143e+02	3.887801466586653731e+01	1.232960860283681265e-01
1.007628238627152797e+02	3.888065794482267279e+01	1.231466396603279612e-01
1.009021429964074343e+02	3.888329588124965142e+01	1.229973165872870894e-01
1.010416547588913119e+02	3.888592848203282415e+01	1.228481168485884428e-01
1.011813594165041224e+02	3.888855575406433474e+01	1.226990404831363873e-01
1.013212572359509807e+02	3.889117770424299891e+01	1.225500875293978609e-01
1.014613484843060860e+02	3.889379433947426890e+01	1.224012580254016519e-01
1.016016334290127787e+02	3.889640566667016230e+01	1.222525520087389544e-01
1.017421123378841941e+02	3.889901169274919113e+01	1.221039695165635902e-01
1.018827854791037737e+02	3.890161242463629065e+01	1.219555105855922167e-01
1.020236531212257489e+02	3.890420786926276264e+01	1.218071752521043549e-01
1.021647155331756522e+02	3.890679803356616873e+01	1.216589635519427920e-01
1.023059729842509569e+02	3.890938292449033753e+01	1.215108755205137198e-01
1.024474257441211904e+02	3.891196254898520124e+01	1.213629111927871373e-01
1.025890740828290006e+02	3.891453691400681691e+01	1.212150706032965736e-01
1.027309182707903545e+02	3.891710602651723150e+01	1.210673537861400306e-01
1.028729585787950782e+02	3.891966989348447470e+01	1.209197607749794567e-01
1.030151952780074112e+02	3.892222852188241689e+01	1.207722916030418425e-01
1.031576286399665179e+02	3.892478191869079041e+01	1.206249463031185409e-01
1.033002589365870136e+02	3.892733009089503327e+01	1.204777249075663498e-01
1.034430864401594476e+02	3.892987304548628913e+01	1.203306274483073174e-01
1.035861114233509710e+02	3.893241078946132205e+01	1.201836539568289508e-01
1.037293341592054361e+02	3.893494332982240991e+01	1.200368044641850485e-01
1.038727549211445194e+02	3.893747067357735148e+01	1.198900790009952283e-01
1.040163739829678349e+02	3.893999282773932435e+01	1.197434775974456356e-01
1.041601916188535739e+02	3.894250979932688495e+01	1.195970002832892481e-01
1.043042081033589881e+02	3.894502159536382635e+01	1.194506470878460846e-01
1.044484237114209861e+02	3.894752822287920679e+01	1.193044180400033433e-01
1.045928387183566031e+02	3.895002968890720041e+01	1.191583131682160124e-01
1.047374533998636394e+02	3.895252600048706171e+01	1.190123325005068844e-01
1.048822680320207468e+02	3.895501716466307585e+01	1.188664760644673052e-01
1.050272828912886638e+02	3.895750318848445204e+01	1.187207438872570492e-01
1.051724982545102307e+02	3.895998407900531646e+01	1.185751359956046108e-01
1.053179143989110713e+02	3.896245984328457723e+01	1.184296524158080649e-01
1.054635316021001330e+02	3.896493048838593154e+01	1.182842931737347336e-01
1.056093501420701699e+02	3.896739602137771641e+01	1.181390582948221302e-01
1.057553702971983256e+02	3.896985644933293003e+01	1.179939478040779033e-01
1.059015923462467299e+02	3.897231177932911805e+01	1.178489617260801287e-01
1.060480165683626126e+02	3.897476201844828125e+01	1.177041000849784191e-01
1.061946432430795255e+02	3.897720717377689681e+01	1.175593629044931476e-01
1.063414726503173569e+02	3.897964725240574779e+01	1.174147502079166683e-01
1.064885050703830700e+02	3.898208226142995869e+01	1.172702620181132888e-01
1.066357407839711584e+02	3.898451220794886041e+01	1.171258983575197837e-01
1.067831800721642423e+02	3.898693709906594052e+01	1.169816592481458112e-01
1.069308232164335664e+02	3.898935694188881484e+01	1.168375447115741761e-01
1.070786704986395392e+02	3.899177174352911379e+01	1.166935547689613023e-01
1.072267222010324303e+02	3.899418151110243969e+01	1.165496894410374962e-01
1.073749786062523697e+02	3.899658625172831705e+01	1.164059487481078486e-01
1.075234399973306694e+02	3.899898597253010024e+01	1.162623327100518189e-01
1.076721066576898380e+02	3.900138068063492369e+01	1.161188413463242614e-01
1.078209788711442343e+02	3.900377038317364509e+01	1.159754746759555921e-01
1.079700569219006638e+02	3.900615508728077430e+01	1.158322327175524274e-01
1.081193410945588909e+02	3.900853480009438812e+01	1.156891154892976392e-01
1.082688316741121497e+02	3.901090952875613027e+01	1.155461230089511182e-01
1.084185289459478554e+02	3.901327928041106219e+01	1.154032552938500100e-01
1.085684331958476605e+02	3.901564406220768433e+01	1.152605123609094229e-01
1.087185447099887057e+02	3.901800388129779407e+01	1.151178942266225108e-01
1.088688637749436907e+02	3.902035874483647859e+01	1.149754009070610844e-01
1.090193906776815425e+02	3.902270865998205096e+01	1.148330324178761241e-01
1.091701257055679690e+02	3.902505363389595061e+01	1.146907887742981136e-01
1.093210691463659856e+02	3.902739367374269364e+01	1.145486699911376777e-01
1.094722212882365113e+02	3.902972878668985857e+01	1.144066760827857354e-01
1.096235824197389661e+02	3.903205897990793716e+01	1.142648070632143464e-01
1.097751528298314554e+02	3.903438426057033439e+01	1.141230629459771134e-01
1.099269328078718928e+02	3.903670463585332584e+01	1.139814437442092793e-01
1.100789226436181991e+02	3.903902011293590135e+01	1.138399494706286569e-01
1.102311226272289133e+02	3.904133069899981479e+01	1.136985801375358651e-01
1.103835330492637468e+02	3.904363640122943480e+01	1.135573357568150088e-01
1.105361542006841944e+02	3.904593722681175194e+01	1.134162163399339840e-01
1.106889863728539893e+02	3.904823318293626500e+01	1.132752218979450470e-01
1.108420298575397567e+02	3.905052427679494542e+01	1.131343524414854806e-01
1.109952849469116387e+02	3.905281051558214500e+01	1.129936079807776772e-01
1.111487519335433944e+02	3.905509190649462425e+01	1.128529885256303461e-01
1.113024311104136501e+02	3.905736845673136770e+01	1.127124940854383334e-01
1.114563227709060271e+02	3.905964017349359807e+01	1.125721246691834404e-01
1.116104272088097531e+02	3.906190706398474077e+01	1.124318802854349930e-01
1.117647447183202729e+02	3.906416913541025338e+01	1.122917609423503965e-01
1.119192755940398314e+02	3.906642639497771086e+01	1.121517666476754410e-01
1.120740201309779707e+02	3.906867884989661377e+01	1.120118974087451202e-01
1.122289786245522407e+02	3.907092650737843798e+01	1.118721532324838813e-01
1.123841513705883273e+02	3.907316937463647832e+01	1.117325341254066101e-01
1.125395386653212597e+02	3.907540745888584865e+01	1.115930400936187561e-01
1.126951408053955390e+02	3.907764076734341785e+01	1.114536711428169846e-01
1.128509580878658483e+02	3.907986930722774588e+01	1.113144272782897876e-01
1.130069908101975784e+02	3.908209308575899854e+01	1.111753085049181633e-01
1.131632392702673684e+02	3.908431211015891904e+01	1.110363148271759914e-01
1.133197037663637872e+02	3.908652638765075693e+01	1.108974462491306850e-01
1.134763845971878879e+02	3.908873592545922548e+01	1.107587027744437042e-01
1.136332820618533930e+02	3.909094073081043064e+01	1.106200844063713745e-01
1.137903964598879583e+02	3.909314081093177862e+01	1.104815911477652068e-01
1.139477280912332446e+02	3.909533617305199016e+01	1.103432230010724102e-01
1.141052772562456141e+02	3.909752682440097971e+01	1.102049799683368775e-01
1.142630442556967409e+02	3.909971277220984831e+01	1.100668620511992268e-01
1.144210293907741516e+02	3.910189402371076994e+01	1.099288692508980370e-01
1.145792329630817790e+02	3.910407058613698439e+01	1.097910015682699164e-01
1.147376552746406304e+02	3.910624246672269066e+01	1.096532590037503779e-01
1.148962966278893418e+02	3.910840967270306834e+01	1.095156415573742131e-01
1.150551573256844335e+02	3.911057221131412120e+01	1.093781492287766166e-01
1.152142376713014613e+02	3.911273008979268440e+01	1.092407820171932831e-01
1.153735379684352154e+02	3.911488331537638885e+01	1.091035399214609763e-01
1.155330585212004024e+02	3.911703189530350500e+01	1.089664229400186674e-01
1.156927996341321716e+02	3.911917583681298538e+01	1.088294310709077839e-01
1.158527616121867680e+02	3.912131514714439362e+01	1.086925643117728768e-01
1.160129447607420730e+02	3.912344983353778360e+01	1.085558226598623416e-01
1.161733493855983141e+02	3.912557990323371371e+01	1.084192061120288764e-01
1.163339757929781797e+02	3.912770536347316153e+01	1.082827146647305505e-01
1.164948242895280828e+02	3.912982622149747414e+01	1.081463483140309295e-01
1.166558951823183605e+02	3.913194248454829705e+01	1.080101070555999632e-01
1.168171887788438568e+02	3.913405415986756708e+01	1.078739908847147488e-01
1.169787053870246183e+02	3.913616125469737739e+01	1.077379997962598784e-01
1.171404453152064065e+02	3.913826377627999165e+01	1.076021337847283960e-01
1.173024088721613367e+02	3.914036173185777301e+01	1.074663928442222832e-01
1.174645963670885322e+02	3.914245512867311305e+01	1.073307769684531537e-01
1.176270081096142945e+02	3.914454397396838203e+01	1.071952861507431132e-01
1.177896444097934108e+02	3.914662827498587205e+01	1.070599203840250785e-01
1.179525055781091964e+02	3.914870803896777574e+01	1.069246796608436800e-01
1.181155919254742628e+02	3.915078327315608675e+01	1.067895639733558999e-01
1.182789037632311420e+02	3.915285398479257850e+01	1.066545733133317103e-01
1.184424414031528130e+02	3.915492018111872596e+01	1.065197076721547814e-01
1.186062051574433127e+02	3.915698186937567726e+01	1.063849670408232584e-01
1.187701953387383753e+02	3.915903905680415420e+01	1.062503514099502611e-01
1.189344122601060860e+02	3.916109175064449488e+01	1.061158607697646333e-01
1.190988562350470801e+02	3.916313995813647608e+01	1.059814951101119701e-01
1.192635275774957506e+02	3.916518368651934878e+01	1.058472544204547700e-01
1.194284266018204903e+02	3.916722294303178131e+01	1.057131386898733649e-01
1.195935536228243024e+02	3.916925773491173857e+01	1.055791479070668226e-01
1.197589089557454827e+02	3.917128806939651753e+01	1.054452820603533347e-01
1.199244929162581883e+02	3.917331395372264069e+01	1.053115411376712024e-01
1.200903058204730058e+02	3.917533539512581342e+01	1.051779251265793219e-01
1.202563479849377615e+02	3.917735240084087422e+01	1.050444340142579897e-01
1.204226197266375635e+02	3.917936497810175922e+01	1.049110677875098457e-01
1.205891213629961527e+02	3.918137313414142398e+01	1.047778264327601655e-01
1.207558532118760581e+02	3.918337687619181509e+01	1.046447099360578031e-01
1.209228155915792797e+02	3.918537621148381334e+01	1.045117182830760244e-01
1.210900088208479133e+02	3.918737114724716974e+01	1.043788514591129923e-01
1.212574332188647901e+02	3.918936169071047004e+01	1.042461094490927942e-01
1.214250891052540311e+02	3.919134784910107783e+01	1.041134922375658162e-01
1.215929768000818143e+02	3.919332962964508482e+01	1.039809998087097703e-01
1.217610966238564743e+02	3.919530703956726114e+01	1.038486321463305412e-01
1.219294488975298947e+02	3.919728008609099845e+01	1.037163892338625465e-01
1.220980339424975654e+02	3.919924877643829575e+01	1.035842710543694589e-01
1.222668520805993637e+02	3.920121311782964568e+01	1.034522775905455938e-01
1.224359036341201801e+02	3.920317311748404876e+01	1.033204088247158953e-01
1.226051889257904577e+02	3.920512878261891387e+01	1.031886647388371714e-01
1.227747082787869175e+02	3.920708012045004409e+01	1.030570453144986631e-01
1.229444620167330982e+02	3.920902713819159402e+01	1.029255505329228632e-01
1.231144504637000807e+02	3.921096984305595612e+01	1.027941803749660987e-01
