In	Amp	Phase
1.080446732251892072e+01	2.746157572040958783e+01	4.583924632323095882e-01
1.081940605656461685e+01	2.747113110759547183e+01	4.581387368282031636e-01
1.083436544556425396e+01	2.748068625721136371e+01	4.578851159722739372e-01
1.084934551807628189e+01	2.749024116538296525e+01	4.576316004730908715e-01
1.086434630269865131e+01	2.749979582823287672e+01	4.573781901394123883e-01
1.087936782806881908e+01	2.750935024188062172e+01	4.571248847801866466e-01
1.089441012286387078e+01	2.751890440244261526e+01	4.568716842045507098e-01
1.090947321580053142e+01	2.752845830603217081e+01	4.566185882218307124e-01
1.092455713563522934e+01	2.753801194875946479e+01	4.563655966415426368e-01
1.093966191116415665e+01	2.754756532673154368e+01	4.561127092733915922e-01
1.095478757122331714e+01	2.755711843605229205e+01	4.558599259272716475e-01
1.096993414468858319e+01	2.756667127282245033e+01	4.556072464132667754e-01
1.098510166047576853e+01	2.757622383313958991e+01	4.553546705416497975e-01
1.100029014754063006e+01	2.758577611309808475e+01	4.551021981228831614e-01
1.101549963487899220e+01	2.759532810878913267e+01	4.548498289676183859e-01
1.103073015152676462e+01	2.760487981630070919e+01	4.545975628866964491e-01
1.104598172655999733e+01	2.761443123171759950e+01	4.543453996911476223e-01
1.106125438909494463e+01	2.762398235112133449e+01	4.540933391921914697e-01
1.107654816828812194e+01	2.763353317059022984e+01	4.538413812012369597e-01
1.109186309333634846e+01	2.764308368619933631e+01	4.535895255298825202e-01
1.110719919347682350e+01	2.765263389402046101e+01	4.533377719899154834e-01
1.112255649798717450e+01	2.766218379012212480e+01	4.530861203933130854e-01
1.113793503618547653e+01	2.767173337056956584e+01	4.528345705522418552e-01
1.115333483743037846e+01	2.768128263142473244e+01	4.525831222790573372e-01
1.116875593112110643e+01	2.769083156874626894e+01	4.523317753863048685e-01
1.118419834669753854e+01	2.770038017858950852e+01	4.520805296867191347e-01
1.119966211364025632e+01	2.770992845700644480e+01	4.518293849932238371e-01
1.121514726147059982e+01	2.771947640004573188e+01	4.515783411189327468e-01
1.123065381975073329e+01	2.772902400375269139e+01	4.513273978771486505e-01
1.124618181808370032e+01	2.773857126416927699e+01	4.510765550813637392e-01
1.126173128611344332e+01	2.774811817733403885e+01	4.508258125452603293e-01
1.127730225352492432e+01	2.775766473928219114e+01	4.505751700827095863e-01
1.129289475004413923e+01	2.776721094604552675e+01	4.503246275077723570e-01
1.130850880543818349e+01	2.777675679365242445e+01	4.500741846346992259e-01
1.132414444951531074e+01	2.778630227812787012e+01	4.498238412779301809e-01
1.133980171212498966e+01	2.779584739549340000e+01	4.495735972520948920e-01
1.135548062315795725e+01	2.780539214176711837e+01	4.493234523720124884e-01
1.137118121254629166e+01	2.781493651296368697e+01	4.490734064526916702e-01
1.138690351026342107e+01	2.782448050509428583e+01	4.488234593093311520e-01
1.140264754632425515e+01	2.783402411416663469e+01	4.485736107573191633e-01
1.141841335078518682e+01	2.784356733618497159e+01	4.483238606122334491e-01
1.143420095374416867e+01	2.785311016715001742e+01	4.480742086898417686e-01
1.145001038534076621e+01	2.786265260305901847e+01	4.478246548061013410e-01
1.146584167575621827e+01	2.787219463990566481e+01	4.475751987771596774e-01
1.148169485521349742e+01	2.788173627368015062e+01	4.473258404193533044e-01
1.149756995397735615e+01	2.789127750036911380e+01	4.470765795492094852e-01
1.151346700235441034e+01	2.790081831595564310e+01	4.468274159834444426e-01
1.152938603069314283e+01	2.791035871641926036e+01	4.465783495389653579e-01
1.154532706938402953e+01	2.791989869773590982e+01	4.463293800328684280e-01
1.156129014885955719e+01	2.792943825587795814e+01	4.460805072824404749e-01
1.157727529959428914e+01	2.793897738681417309e+01	4.458317311051577247e-01
1.159328255210492387e+01	2.794851608650971997e+01	4.455830513186870290e-01
1.160931193695035191e+01	2.795805435092612257e+01	4.453344677408850871e-01
1.162536348473171977e+01	2.796759217602130576e+01	4.450859801897985579e-01
1.164143722609249210e+01	2.797712955774954224e+01	4.448375884836642258e-01
1.165753319171847124e+01	2.798666649206142409e+01	4.445892924409098890e-01
1.167365141233791803e+01	2.799620297490392318e+01	4.443410918801523612e-01
1.168979191872157131e+01	2.800573900222030588e+01	4.440929866201996923e-01
1.170595474168271366e+01	2.801527456995015797e+01	4.438449764800497244e-01
1.172213991207723005e+01	2.802480967402938106e+01	4.435970612788908141e-01
1.173834746080367175e+01	2.803434431039016062e+01	4.433492408361017212e-01
1.175457741880330786e+01	2.804387847496094466e+01	4.431015149712517198e-01
1.177082981706020348e+01	2.805341216366649704e+01	4.428538835041003208e-01
1.178710468660122501e+01	2.806294537242778375e+01	4.426063462545981042e-01
1.180340205849617341e+01	2.807247809716204756e+01	4.423589030428858870e-01
1.181972196385780194e+01	2.808201033378276890e+01	4.421115536892950559e-01
1.183606443384187301e+01	2.809154207819964100e+01	4.418642980143479004e-01
1.185242949964723458e+01	2.810107332631858057e+01	4.416171358387571133e-01
1.186881719251586631e+01	2.811060407404170292e+01	4.413700669834265677e-01
1.188522754373294532e+01	2.812013431726730772e+01	4.411230912694508732e-01
1.190166058462690657e+01	2.812966405188988617e+01	4.408762085181155421e-01
1.191811634656951036e+01	2.813919327380009960e+01	4.406294185508966010e-01
1.193459486097586186e+01	2.814872197888475114e+01	4.403827211894617566e-01
1.195109615930453195e+01	2.815825016302680339e+01	4.401361162556695072e-01
1.196762027305758203e+01	2.816777782210535364e+01	4.398896035715693653e-01
1.198416723378062265e+01	2.817730495199561602e+01	4.396431829594021345e-01
1.200073707306288462e+01	2.818683154856893580e+01	4.393968542415997436e-01
1.201732982253727755e+01	2.819635760769274313e+01	4.391506172407855235e-01
1.203394551388044498e+01	2.820588312523057084e+01	4.389044717797739859e-01
1.205058417881283894e+01	2.821540809704202957e+01	4.386584176815713221e-01
1.206724584909873776e+01	2.822493251898277933e+01	4.384124547693750706e-01
1.208393055654636861e+01	2.823445638690457216e+01	4.381665828665743390e-01
1.210063833300793235e+01	2.824397969665519170e+01	4.379208017967495259e-01
1.211736921037966752e+01	2.825350244407844613e+01	4.376751113836734319e-01
1.213412322060191073e+01	2.826302462501418589e+01	4.374295114513099825e-01
1.215090039565916413e+01	2.827254623529828237e+01	4.371840018238148939e-01
1.216770076758015584e+01	2.828206727076257110e+01	4.369385823255362289e-01
1.218452436843790210e+01	2.829158772723494053e+01	4.366932527810132303e-01
1.220137123034973747e+01	2.830110760053917929e+01	4.364480130149784864e-01
1.221824138547743388e+01	2.831062688649513248e+01	4.362028628523549889e-01
1.223513486602722011e+01	2.832014558091854539e+01	4.359578021182592411e-01
1.225205170424985646e+01	2.832966367962113097e+01	4.357128306379992599e-01
1.226899193244069330e+01	2.833918117841054141e+01	4.354679482370755750e-01
1.228595558293973511e+01	2.834869807309035394e+01	4.352231547411812285e-01
1.230294268813170078e+01	2.835821435946004954e+01	4.349784499762014423e-01
1.231995328044608407e+01	2.836773003331503062e+01	4.347338337682141729e-01
1.233698739235723174e+01	2.837724509044658205e+01	4.344893059434897786e-01
1.235404505638435424e+01	2.838675952664187463e+01	4.342448663284917409e-01
1.237112630509165712e+01	2.839627333768393669e+01	4.340005147498759985e-01
1.238823117108836414e+01	2.840578651935167898e+01	4.337562510344915023e-01
1.240535968702878478e+01	2.841529906741985911e+01	4.335120750093797160e-01
1.242251188561237285e+01	2.842481097765904963e+01	4.332679865017758369e-01
1.243968779958379756e+01	2.843432224583567702e+01	4.330239853391074645e-01
1.245688746173300565e+01	2.844383286771197206e+01	4.327800713489959317e-01
1.247411090489528895e+01	2.845334283904597328e+01	4.325362443592553063e-01
1.249135816195130033e+01	2.846285215559150927e+01	4.322925041978937788e-01
1.250862926582719403e+01	2.847236081309819511e+01	4.320488506931124961e-01
1.252592424949463989e+01	2.848186880731143233e+01	4.318052836733059507e-01
1.254324314597089085e+01	2.849137613397236990e+01	4.315618029670627576e-01
1.256058598831885575e+01	2.850088278881790060e+01	4.313184084031650434e-01
1.257795280964715090e+01	2.851038876758067531e+01	4.310750998105886689e-01
1.259534364311017818e+01	2.851989406598907451e+01	4.308318770185035063e-01
1.261275852190818725e+01	2.852939867976718347e+01	4.305887398562734392e-01
1.263019747928729686e+01	2.853890260463480644e+01	4.303456881534565848e-01
1.264766054853962807e+01	2.854840583630743112e+01	4.301027217398050162e-01
1.266514776300332557e+01	2.855790837049625353e+01	4.298598404452650956e-01
1.268265915606262162e+01	2.856741020290811406e+01	4.296170440999779738e-01
1.270019476114791424e+01	2.857691132924555788e+01	4.293743325342788686e-01
1.271775461173582045e+01	2.858641174520675676e+01	4.291317055786976753e-01
1.273533874134924204e+01	2.859591144648552685e+01	4.288891630639593555e-01
1.275294718355743484e+01	2.860541042877133222e+01	4.286467048209831043e-01
1.277057997197607797e+01	2.861490868774923868e+01	4.284043306808833496e-01
1.278823714026729341e+01	2.862440621909992444e+01	4.281620404749698627e-01
1.280591872213978277e+01	2.863390301849969433e+01	4.279198340347467044e-01
1.282362475134884328e+01	2.864339908162040871e+01	4.276777111919141672e-01
1.284135526169644237e+01	2.865289440412953326e+01	4.274356717783669435e-01
1.285911028703128345e+01	2.866238898169008564e+01	4.271937156261956803e-01
1.287688986124887336e+01	2.867188280996064265e+01	4.269518425676865347e-01
1.289469401829158102e+01	2.868137588459533660e+01	4.267100524353213409e-01
1.291252279214872090e+01	2.869086820124383408e+01	4.264683450617773874e-01
1.293037621685656013e+01	2.870035975555130392e+01	4.262267202799285837e-01
1.294825432649846952e+01	2.870985054315847051e+01	4.259851779228441826e-01
1.296615715520493062e+01	2.871934055970153565e+01	4.257437178237896691e-01
1.298408473715361211e+01	2.872882980081218918e+01	4.255023398162271486e-01
1.300203710656944267e+01	2.873831826211761964e+01	4.252610437338145699e-01
1.302001429772466956e+01	2.874780593924048588e+01	4.250198294104067798e-01
1.303801634493892614e+01	2.875729282779890639e+01	4.247786966800550235e-01
1.305604328257931179e+01	2.876677892340644505e+01	4.245376453770072778e-01
1.307409514506040438e+01	2.877626422167211118e+01	4.242966753357084175e-01
1.309217196684440054e+01	2.878574871820033820e+01	4.240557863908003822e-01
1.311027378244113883e+01	2.879523240859098721e+01	4.238149783771221202e-01
1.312840062640816718e+01	2.880471528843933626e+01	4.235742511297096446e-01
1.314655253335081753e+01	2.881419735333603072e+01	4.233336044837965328e-01
1.316472953792226797e+01	2.882367859886714001e+01	4.230930382748135932e-01
1.318293167482360850e+01	2.883315902061409375e+01	4.228525523383896423e-01
1.320115897880391032e+01	2.884263861415367458e+01	4.226121465103507835e-01
1.321941148466030036e+01	2.885211737505806084e+01	4.223718206267211284e-01
1.323768922723798269e+01	2.886159529889472708e+01	4.221315745237232409e-01
1.325599224143037347e+01	2.887107238122651864e+01	4.218914080377770270e-01
1.327432056217912759e+01	2.888054861761160197e+01	4.216513210055013450e-01
1.329267422447420444e+01	2.889002400360344325e+01	4.214113132637130055e-01
1.331105326335394956e+01	2.889949853475083330e+01	4.211713846494275493e-01
1.332945771390514977e+01	2.890897220659783073e+01	4.209315349998591360e-01
1.334788761126310419e+01	2.891844501468379747e+01	4.206917641524208218e-01
1.336634299061170594e+01	2.892791695454338097e+01	4.204520719447242261e-01
1.338482388718345462e+01	2.893738802170645386e+01	4.202124582145810305e-01
1.340333033625960368e+01	2.894685821169816364e+01	4.199729228000011472e-01
1.342186237317017827e+01	2.895632752003890076e+01	4.197334655391942726e-01
1.344042003329404444e+01	2.896579594224429144e+01	4.194940862705696105e-01
1.345900335205899268e+01	2.897526347382517287e+01	4.192547848327360938e-01
1.347761236494179293e+01	2.898473011028759672e+01	4.190155610645023843e-01
1.349624710746826928e+01	2.899419584713281850e+01	4.187764148048771506e-01
1.351490761521337625e+01	2.900366067985728336e+01	4.185373458930689572e-01
1.353359392380121839e+01	2.901312460395261894e+01	4.182983541684872630e-01
1.355230606890519240e+01	2.902258761490561767e+01	4.180594394707414230e-01
1.357104408624801017e+01	2.903204970819822961e+01	4.178206016396412981e-01
1.358980801160176988e+01	2.904151087930757313e+01	4.175818405151976997e-01
1.360859788078803412e+01	2.905097112370589230e+01	4.173431559376223898e-01
1.362741372967789211e+01	2.906043043686056038e+01	4.171045477473279695e-01
1.364625559419203071e+01	2.906988881423407634e+01	4.168660157849282122e-01
1.366512351030080019e+01	2.907934625128403994e+01	4.166275598912384526e-01
1.368401751402430300e+01	2.908880274346317663e+01	4.163891799072752531e-01
1.370293764143239912e+01	2.909825828621924870e+01	4.161508756742573478e-01
1.372188392864486417e+01	2.910771287499514415e+01	4.159126470336047543e-01
1.374085641183139828e+01	2.911716650522881622e+01	4.156744938269396061e-01
1.375985512721171311e+01	2.912661917235325859e+01	4.154364158960865971e-01
1.377888011105560118e+01	2.913607087179652311e+01	4.151984130830721487e-01
1.379793139968299975e+01	2.914552159898170203e+01	4.149604852301256863e-01
1.381700902946406373e+01	2.915497134932692092e+01	4.147226321796787518e-01
1.383611303681925442e+01	2.916442011824532088e+01	4.144848537743661687e-01
1.385524345821933956e+01	2.917386790114503370e+01	4.142471498570258759e-01
1.387440033018556207e+01	2.918331469342923157e+01	4.140095202706983724e-01
1.389358368928964182e+01	2.919276049049603827e+01	4.137719648586281607e-01
1.391279357215386625e+01	2.920220528773856827e+01	4.135344834642626366e-01
1.393203001545115782e+01	2.921164908054492670e+01	4.132970759312533660e-01
1.395129305590514868e+01	2.922109186429814898e+01	4.130597421034555294e-01
1.397058273029023923e+01	2.923053363437624341e+01	4.128224818249285888e-01
1.398989907543169586e+01	2.923997438615215216e+01	4.125852949399356207e-01
1.400924212820565629e+01	2.924941411499372279e+01	4.123481812929449819e-01
1.402861192553928760e+01	2.925885281626377221e+01	4.121111407286290329e-01
1.404800850441080051e+01	2.926829048531999078e+01	4.118741730918648591e-01
1.406743190184953285e+01	2.927772711751498136e+01	4.116372782277347708e-01
1.408688215493602058e+01	2.928716270819624512e+01	4.114004559815259698e-01
1.410635930080207068e+01	2.929659725270615311e+01	4.111637061987311048e-01
1.412586337663082503e+01	2.930603074638196404e+01	4.109270287250483822e-01
1.414539441965684574e+01	2.931546318455578160e+01	4.106904234063812886e-01
1.416495246716618084e+01	2.932489456255458293e+01	4.104538900888396458e-01
1.418453755649639803e+01	2.933432487570016889e+01	4.102174286187391661e-01
1.420414972503672502e+01	2.934375411930918176e+01	4.099810388426020080e-01
1.422378901022807618e+01	2.935318228869309465e+01	4.097447206071563319e-01
1.424345544956313070e+01	2.936260937915819014e+01	4.095084737593371882e-01
1.426314908058640896e+01	2.937203538600556030e+01	4.092722981462863507e-01
1.428286994089434003e+01	2.938146030453108892e+01	4.090361936153530942e-01
1.430261806813533809e+01	2.939088413002544442e+01	4.088001600140930836e-01
1.432239350000988232e+01	2.940030685777407626e+01	4.085641971902698732e-01
1.434219627427053645e+01	2.940972848305720078e+01	4.083283049918550733e-01
1.436202642872210866e+01	2.941914900114978337e+01	4.080924832670274061e-01
1.438188400122165866e+01	2.942856840732155987e+01	4.078567318641737049e-01
1.440176902967859363e+01	2.943798669683699032e+01	4.076210506318894145e-01
1.442168155205473390e+01	2.944740386495526963e+01	4.073854394189778683e-01
1.444162160636438408e+01	2.945681990693029917e+01	4.071498980744518992e-01
1.446158923067441648e+01	2.946623481801072231e+01	4.069144264475318962e-01
