In	v1	v2
0.0004869057547956631	-4.00e-02	4.00e-01
0.00048790658882402	-8.00e-02	0.00e+00
0.0004889074228523769	-8.00e-02	0.00e+00
0.0004899082568807339	-2.00e-02	4.00e-01
0.0004909090909090908	-2.00e-02	0.00e+00
0.0004919099249374477	-6.00e-02	2.00e-01
0.0004929107589658049	-6.00e-02	2.00e-01
0.0004939115929941618	0.00e+00	-2.00e-01
0.0004949124270225187	-4.00e-02	2.00e-01
0.0004959132610508756	0.00e+00	-2.00e-01
0.0004969140950792326	2.00e-02	0.00e+00
0.0004979149291075895	-4.00e-02	-2.00e-01
0.0004989157631359466	-2.00e-02	-2.00e-01
0.0004999165971643036	4.00e-02	-4.00e-01
0.0005009174311926605	4.00e-02	-2.00e-01
0.0005019182652210174	-2.00e-02	-6.00e-01
0.0005029190992493743	0.00e+00	-6.00e-01
0.0005039199332777315	6.00e-02	-2.00e-01
0.0005049207673060884	0.00e+00	-4.00e-01
0.0005059216013344453	6.00e-02	-6.00e-01
0.0005069224353628023	2.00e-02	-4.00e-01
0.0005079232693911592	8.00e-02	-8.00e-01
0.0005089241034195161	2.00e-02	-8.00e-01
0.0005099249374478733	8.00e-02	-4.00e-01
0.0005109257714762302	4.00e-02	-6.00e-01
0.0005119266055045871	1.00e-01	-8.00e-01
0.000512927439532944	6.00e-02	-1.00e+00
0.000513928273561301	1.20e-01	-4.00e-01
0.0005149291075896579	8.00e-02	-6.00e-01
0.000515929941618015	1.40e-01	-1.00e+00
0.000516930775646372	8.00e-02	-6.00e-01
0.0005179316096747289	1.40e-01	-1.00e+00
0.0005189324437030858	1.00e-01	-1.00e+00
0.0005199332777314428	1.60e-01	-8.00e-01
0.0005209341117597997	1.60e-01	-8.00e-01
0.0005219349457881568	1.00e-01	-1.20e+00
0.0005229357798165138	1.20e-01	-1.20e+00
0.0005239366138448707	1.80e-01	-8.00e-01
0.0005249374478732276	1.80e-01	-1.00e+00
0.0005259382819015845	1.20e-01	-1.20e+00
0.0005269391159299415	1.40e-01	-1.20e+00
0.0005279399499582986	2.00e-01	-1.00e+00
0.0005289407839866555	2.00e-01	-1.00e+00
0.0005299416180150125	1.60e-01	-1.40e+00
0.0005309424520433694	1.60e-01	-1.40e+00
0.0005319432860717263	2.20e-01	-1.00e+00
0.0005329441201000832	1.60e-01	-1.20e+00
0.0005339449541284404	2.20e-01	-1.40e+00
0.0005349457881567973	1.80e-01	-1.20e+00
0.0005359466221851542	2.40e-01	-1.60e+00
0.0005369474562135112	2.40e-01	-1.60e+00
0.0005379482902418681	2.00e-01	-1.20e+00
0.000538949124270225	2.00e-01	-1.60e+00
0.0005399499582985822	2.60e-01	-1.40e+00
0.0005409507923269391	2.20e-01	-1.40e+00
0.000541951626355296	2.60e-01	-1.80e+00
0.0005429524603836529	2.20e-01	-1.40e+00
0.0005439532944120099	2.80e-01	-1.80e+00
0.000544954128440367	2.80e-01	-1.80e+00
0.0005459549624687239	2.40e-01	-1.40e+00
0.0005469557964970809	2.40e-01	-1.80e+00
0.0005479566305254378	3.00e-01	-1.60e+00
0.0005489574645537947	2.60e-01	-1.60e+00
0.0005499582985821516	3.20e-01	-2.00e+00
0.0005509591326105088	3.20e-01	-2.00e+00
0.0005519599666388657	2.60e-01	-1.60e+00
0.0005529608006672226	2.80e-01	-2.00e+00
0.0005539616346955796	3.40e-01	-2.00e+00
0.0005549624687239365	3.40e-01	-2.00e+00
0.0005559633027522934	3.00e-01	-2.40e+00
0.0005569641367806506	3.00e-01	-2.00e+00
0.0005579649708090075	3.60e-01	-2.40e+00
0.0005589658048373644	3.80e-01	-2.40e+00
0.0005599666388657214	3.20e-01	-2.00e+00
0.0005609674728940783	4.00e-01	-2.60e+00
0.0005619683069224352	3.20e-01	-2.00e+00
0.0005629691409507923	3.60e-01	-2.20e+00
0.0005639699749791493	4.00e-01	-2.60e+00
0.0005649708090075062	3.60e-01	-2.60e+00
0.0005659716430358631	4.20e-01	-2.20e+00
0.0005669724770642201	3.80e-01	-2.40e+00
0.000567973311092577	4.20e-01	-2.80e+00
0.0005689741451209341	3.80e-01	-2.40e+00
0.000569974979149291	4.40e-01	-2.80e+00
0.000570975813177648	4.40e-01	-2.60e+00
0.0005719766472060049	4.00e-01	-2.80e+00
0.0005729774812343618	4.00e-01	-2.60e+00
0.0005739783152627188	4.60e-01	-3.00e+00
0.0005749791492910759	4.20e-01	-2.60e+00
0.0005759799833194328	4.60e-01	-3.00e+00
0.0005769808173477898	4.20e-01	-2.80e+00
0.0005779816513761467	4.80e-01	-3.20e+00
0.0005789824854045036	4.80e-01	-2.80e+00
0.0005799833194328605	4.20e-01	-3.20e+00
0.0005809841534612177	5.00e-01	-3.20e+00
0.0005819849874895746	4.40e-01	-2.80e+00
0.0005829858215179315	5.00e-01	-3.00e+00
0.0005839866555462885	4.60e-01	-3.40e+00
0.0005849874895746454	4.60e-01	-3.40e+00
0.0005859883236030025	5.20e-01	-3.00e+00
0.0005869891576313595	4.80e-01	-3.40e+00
0.0005879899916597164	5.40e-01	-3.00e+00
0.0005889908256880733	4.80e-01	-3.20e+00
0.0005899916597164302	5.40e-01	-3.60e+00
0.0005909924937447872	5.00e-01	-3.60e+00
0.0005919933277731443	5.60e-01	-3.20e+00
0.0005929941618015012	5.60e-01	-3.40e+00
0.0005939949958298582	5.00e-01	-3.80e+00
0.0005949958298582151	5.20e-01	-3.40e+00
0.000595996663886572	5.80e-01	-3.80e+00
0.000596997497914929	5.80e-01	-3.80e+00
0.0005979983319432861	5.20e-01	-3.80e+00
0.000598999165971643	5.40e-01	-3.80e+00
0.0006	6.00e-01	-4.00e+00
